z,n,a,qBminus2n,B2,E2plus,Sn,q2Bminus,qEC,halflife,S2n,Sp,dqA,q2EC,qBminusn,qBminus,S2p,qECp,qBplus,qA
11,17,28,-916.4071199999998,,,3541.8428,15862.4042,-12288.0534,0.0346,10270.1709,15328.1963,-789.1109999999999,-34392.1113,5526.9609,14031.6303,34240.9124,-33410.7642,-13310.0512,-10957.747
11,18,29,1123.9518800000003,,,4403.009,20887.7562,-15719.8092,0.0432,7944.8517,15908.7153,-1261.60145,-37470.1964,9628.6213,13292.3538,37031.4262,-38012.7732,-16741.807,-11079.0889
11,19,30,7351.979880000003,,,2276.6421,24338.7863,-14805.4501,0.0448,6679.6511,17214.1043,-636.1516500000007,-40486.0,11015.7117,17356.0423,39507.0684,-38964.4916,-15827.4479,-12624.9011
11,20,31,6715.754880000004,,,4299.9564,27196.7402,-18935.5625,0.017,6576.5985,18323.0595,208.84270000000012,-44597.0,13056.0859,15368.1833,42482.101,-44003.0,-19957.5603,-15312.3624
11,21,32,11378.88888,,,1677.1979,29739.52,-18359.0,0.0132,5977.1543,19830.4134,1036.9386499999991,,13690.9853,19469.0523,44898.0,-45492.0,-19380.9978,-17188.5604
11,22,33,10759.62888,,,2931.3567,32277.495,-22350.0,0.008199999999999999,4608.5546,20508.0,1199.7644,,16537.6956,18817.24,47641.0,,-23371.9978,-18794.9932
11,23,34,16366.378880000004,,,171.3166,34677.7331,-21161.0,0.0055,3102.6733,21739.0,1035.0,,18645.9235,23356.7903,,,-22182.9978,-19705.0
11,24,35,16725.49088,,,1920.0,38055.0,,0.0024,2091.0,22299.0,1334.5,,21437.0,22192.0,,,,-21436.0
11,25,36,21437.03988,,,0.0,39952.0,,,1920.0,,,,22192.0,25523.0,,,,
11,26,37,21351.57788,,,840.0,43325.0,,,840.0,,,,24683.0,24923.0,,,,
11,27,38,25382.20488,,,-700.0,45436.0,,,140.0,,,,25623.0,27831.0,,,,
11,28,39,25622.88588,,,0.0,48487.0,,,-700.0,,,,27831.0,27201.0,,,,
12,6,18,,,1840.0,,,,5.24055e-17,,,,,,,,,,
12,7,19,,,,,,18909.0095,3.5000000000000004e-12,,488.5689,243.94779999999992,30086.3405,,,-759.9999,19231.8055,17887.0117,-10801.8956
12,8,20,,,1598.0,22432.0181,,10627.2054,0.09040000000000001,,2740.6616,-111.71360000000004,24519.6261,,,2417.8656,8436.6693,9605.207600000002,-8933.997
12,9,21,,,,14645.1614,,13088.708,0.12,37077.1795,3235.6089,-739.9637999999995,16635.627,,-16186.0,5426.145,10656.8117,12066.7102,-8021.5172
12,10,22,,0.66864211487644,1247.02,19375.1551,-34040.0,4781.4051,3.87445,34020.3164,5504.1,-511.7066000000005,7624.7294,-35561.0,-18601.0,7935.9963,-1957.181,3759.4073,-8142.5196
12,11,23,-48706.31112,,,13145.0063,-29423.0,4056.179,11.3042,32520.1613,7581.2541,157.44869999999992,-319.6296,-31746.0,-12221.7457,14319.8403,-4737.9299,3034.1812,-9650.644
12,12,24,-48277.21412,0.6062773880353026,1368.667,16531.2216,-24678.7638,-5515.6774,STABLE,29676.2279,11692.6957,-333.78650000000016,-7981.9358,-28752.9673,-13884.766,20486.8045,-16068.5042,-6537.6752,-9316.5618
12,13,25,-36083.48912,,,7330.5219,-17020.1037,-3834.9684,STABLE,23861.7435,12063.8523,-620.6469499999994,-11157.279,-21215.2879,-4276.808,22616.6791,-14530.1107,-4856.9662,-9885.9215
12,14,26,-32308.36812,0.4839286417810083,1808.74,11093.0797,-9073.5403,-9353.7631,STABLE,18423.6016,14145.701,-14.295499999999263,-16695.6572,-15369.8877,-4004.4042,24840.8433,-21468.0117,-10375.7609,-10614.7437
12,15,27,-21813.25612,,,6443.3687,-2202.0889,-9068.8037,566.1,17536.4483,15014.7848,535.0530499999995,-21637.5042,-10447.7728,2610.2694,27129.0334,-22356.6788,-10090.8015,-11857.4651
12,16,28,-18952.44312,0.4842540467287522,1473.54,8504.6694,6472.8516,-14031.6303,75294,14948.0381,16791.1261,5.279749999999694,-26319.6836,-5894.4,1830.774,30079.0012,-29359.8266,-15053.6281,-11493.219
12,17,29,-9558.132119999998,,,3663.7325,11282.7215,-13292.3538,1.31,12168.4019,16913.0158,-662.5555000000004,-29012.163,-1832.9586,7595.4023,32241.2121,-29201.0692,-14314.3516,-11001.7729
12,18,30,-8173.290119999998,0.4072312995526002,1482.8,6340.3306,15551.5899,-17356.0423,0.314,10004.0631,18850.3374,-873.9126999999999,-32161.4924,1255.0717,6982.744,34759.0528,-34570.1466,-18378.0401,-11787.402
12,19,31,-1057.0261200000004,,,2312.0974,19826.8855,-15368.1833,0.27,8652.428,18885.7927,-548.1332000000002,-34303.7458,4670.6466,11828.5569,36099.897,-33691.2428,-16390.1811,-12597.9777
12,20,32,-1107.421119999999,0.5137227766065029,885.3,5778.0669,23248.7884,-19469.0523,0.08040000000000001,8090.1643,20363.9032,260.7071500000002,-37828.0,6050.4899,10270.4677,38686.9628,-39299.4657,-20491.0501,-14553.5547
12,21,33,3770.945880000003,,,2279.5444,25477.2009,-18817.24,0.0902,8057.6114,20966.2497,951.2725499999996,-41168.0,7990.9232,13460.255,40796.6632,-39325.0,-19839.237800000003,-15861.846
12,22,34,3280.0558800000035,0.54886425370416,660.0,4710.8668,28315.0081,-23356.7903,0.0449,6990.4113,22745.7599,1231.5862499999994,-44518.0,8749.3881,11320.9428,43254.0,-45096.0,-24378.7881,-17381.7116
12,23,35,7994.531879999999,,,754.8562,30031.2661,-22192.0,0.011300000000000001,5465.723,23329.2995,1111.1868999999997,,10566.0866,15863.5156,45069.0,-44491.0,-23213.9978,-17966.7238
12,24,36,7235.141879999999,0.5057390918828408,662.0,3330.9446,32816.2848,-25523.0,0.007200000000000001,4085.8008,24740.0,952.9002999999992,,12532.5711,14429.7751,47039.0,,-26544.9978,-19044.0
12,25,37,12292.57188,,,240.0,34782.9897,-24923.0,0.0064,3570.9445,24980.0,1454.0,,14189.7752,18401.9132,,,-25944.9978,-20344.0
12,26,38,11980.979880000004,,656.0,2209.0,38244.0,-27831.0,0.0031000000000000003,2449.0,26349.0,766.5,,16193.0,17604.0,,,-28852.9978,-21192.0
12,27,39,16822.799880000002,,,-630.0,40455.0,-27201.0,,1579.0,26419.0,,,18234.0,21286.0,,,-28222.9978,
12,28,40,16937.36388,,500.0,1297.0,43883.0,,,667.0,27716.0,,,19989.0,20729.0,,,,
12,29,41,20467.36388,,,-479.0,44900.0,,,818.0,,,,21208.0,23510.0,,,,
13,8,21,,,,,,16186.0,3.5e-8,,-2323.0,365.5,29275.0,,,418.0,12950.0,15164.0022,-10055.0
13,9,22,,,,16960.0,,18601.0,0.0886,,-9.0,-195.5,23383.0,,-15439.0,3227.0,13097.0,17579.0022,-9262.0
13,10,23,,,,19525.0,,12221.7457,0.447,36484.0,140.9136,-612.8950500000001,16277.9246,-34963.0,-17202.0,5645.0136,4640.4916,11199.7479,-8606.2292
13,11,24,-49831.44812,,,14868.2013,-34069.0,13884.766,2.053,34393.0,1864.1087,-99.87184999999954,8369.0886,-32070.0,-10793.9978,9445.3628,2192.0703,12862.7682,-9324.2165
13,12,25,-49008.61012,,,16938.4799,-29106.0,4276.808,7.1666,31806.6812,2271.3669,-652.8792999999996,441.8397,-27732.4776,-12743.2956,13964.0625,-7787.0443,3254.8102,-9156.0324
13,13,26,-39097.96111999999,,,11365.4835,-23183.0,4004.4042,22613986814400,28303.9634,6306.3285,-480.9843000000001,-5349.359,-24108.7792,-5069.1361,18370.1808,-10141.2968,2982.4064,-9453.6638
13,14,27,-37166.82212,,,13058.0422,-16537.8313,-2610.2694,STABLE,24423.5258,8271.2911,211.6646000000001,-11679.0731,-18127.1784,-4812.3583,22416.9921,-17625.0542,-3632.2672,-10091.9259
13,15,28,-25852.35212,,,7725.174,-9702.8631,-1830.774,134.898,20783.2162,9553.0964,489.3309499999996,-15862.4042,-12537.5323,4642.0776,24567.8812,-18621.9,-2852.7718,-10857.7346
13,16,29,-21965.89312,,,9428.3609,-1254.9132,-7595.4023,393.59999999999997,17153.5348,10476.7878,360.18024999999943,-20887.7562,-4786.2833,3687.3192,27267.9139,-24508.4181,-8617.400099999999,-11274.8645
13,17,30,-10513.95501,,,5727.6723,4336.7394,-6982.744,3.61,15156.0331,12540.7276,159.3755000000001,-24338.7863,-2040.353,8568.8459,29453.7434,-25833.0814,-8004.7418,-11428.2519
13,18,31,-9198.26358,,,7157.9103,9489.8357,-11828.5569,0.644,12885.5825,13358.3073,-237.09109999999964,-27196.7402,1410.9356,7998.3286,32208.6447,-30714.3496,-12850.5547,-11857.8341
13,19,32,-2809.04212,,,4219.9777,13205.5079,-10270.4677,0.0317,11377.888,15266.1876,479.6884,-29739.52,3778.3509,12978.3208,34151.9803,-30634.3709,-11292.465499999998,-12535.969
13,20,33,-1690.9811199999986,,,5469.3317,17839.9683,-13460.255,0.0415,9689.3095,14957.4524,339.37285000000065,-32277.495,7508.989,12016.946,35321.3556,-34426.5047,-14482.252799999998,-13602.2918
13,21,34,4937.4338800000005,,,2571.5547,21551.0828,-11320.9428,0.05373,8040.8864,15249.4627,-75.82874999999967,-34677.7331,9445.3913,16994.0653,36215.7124,-34066.7027,-12342.9406,-13897.2044
13,22,35,4147.961880000003,,,5297.429,24634.0795,-15863.5156,0.0384,7868.9837,15836.0248,-40.572400000000016,-38055.0,11696.6363,14167.7504,38581.7847,-39192.8151,-16885.5134,-14894.677
13,23,36,9799.43188,,,1897.2041,26201.429,-14429.7751,0.09,7194.6331,16978.3727,-699.9031999999997,-39952.0,12270.5464,18386.5096,40307.6722,-39170.0,-15451.7729,-15114.6831
13,24,37,8058.407880000002,,,4212.138,28805.5767,-18401.9132,0.0114,6109.3421,17859.5661,-409.3916499999996,-43325.0,14174.3716,16381.0765,42600.0,-43382.0,-19423.911,-16395.4644
13,25,38,12763.48888,,,1411.0,31091.0,-17604.0,0.009000000000000001,5623.0,19031.0,-84.0,-45436.0,14970.0,20640.0,44011.0,-43953.0,-18625.9978,-17635.0
13,26,39,11918.87588,,,3051.0,34264.0,-21286.0,0.00723,4463.0,19873.0,-53.5,-48487.0,17589.0,19169.0,46222.0,-47705.0,-22307.9978,-18767.0
13,27,40,16847.66288,,,740.0,36960.0,-20729.0,0.0057,3792.0,21244.0,-314.0,,18429.0,23154.0,47663.0,-48445.0,-21750.9978,-19507.0
13,28,41,16127.011880000002,,,2302.0,39570.0,-23510.0,0.0035,3042.0,22249.0,-43.0,,20852.0,21390.0,49965.0,,-24531.9978,-20969.0
13,29,42,20180.48788,,,672.0,40898.0,,,2973.0,23399.0,382.5,,20718.0,25150.0,,,,-22340.0
13,30,43,18927.36388,,,1791.0,43230.0,,,2463.0,,1123.5,,23359.0,23940.0,,,,-24132.0
14,8,22,,,,,,15439.0,0.028399999999999998,,739.0,,34040.0,,,-1584.0,15447.0,14417.0022,
14,9,23,,,,17762.0,,17202.0,0.047,,1541.0,715.0,29423.0,,,1532.0,17061.0,16180.0022,-10314.0
14,10,24,,0.2429499542937944,1872.0,21276.0,,10793.9978,0.1414,39037.0,3291.8566,30.262799999999515,24678.7638,,-23275.0,3432.7702,8929.8891,9772.0,-9157.4242
14,11,25,,,,14989.182,,12743.2956,0.2192,36265.0,3412.8372,77.39189999999962,17020.1037,-38264.0,-16363.0,5276.9459,10471.9288,11721.2978,-9501.4448
14,12,26,-57303.63911999999,0.4383293962979492,1797.3,19039.643,-34821.0,5069.1361,2.2452,34028.825,5514.0004,-88.61709999999948,9073.5403,-35402.0,-18114.0,7785.3673,-1237.1924,4047.1383,-9165.9328
14,13,27,-48717.14112,,,13314.82,-29875.0,4812.3583,4.111,32354.4631,7463.3369,126.4022500000001,2202.0889,-31429.0,-11725.473,13769.6654,-3458.9327,3790.3605,-9335.7466
14,14,28,-48608.43323,0.4119238440863826,1779.03,17179.6099,-25566.0,-4642.0776,STABLE,30494.4299,11584.9046,1518.23945,-6472.8516,-28905.0829,-14344.9407,19856.1957,-14195.174,-5664.0754,-9984.1348
14,15,29,-37378.68566,,,8473.6025,-18800.6581,-3687.3192,STABLE,25653.2124,12333.3331,2005.7613999999996,-11282.7215,-22818.5432,-4942.2325,21886.4295,-14164.1071,-4709.317,-11127.2154
14,16,30,-33427.742119999995,0.33035682861535,2235.322,10609.1989,-10373.708,-8568.8459,STABLE,19082.8014,13514.1712,1359.8458999999998,-15551.5899,-15551.4314,-4232.1065,23990.959,-21109.5735,-9590.8437,-10643.3347
14,17,31,-22138.82412,,,6587.393,-3906.5059,-7998.3286,9434.400000000001,17196.5919,14373.8919,1232.6353500000005,-19826.8855,-10819.4995,1491.5071,26914.6195,-21356.6359,-9020.3264,-10787.359
14,18,32,-20019.46912,0.2363881779718458,1941.4,9199.9699,1937.848,-12978.3208,5153356080,15787.3629,16415.9515,1235.64595,-23248.7884,-7708.4628,227.1872,29774.2588,-28244.5084,-14000.3186,-11482.6595
14,19,33,-12216.419700000002,,,4507.957,6071.5302,-12016.946,6.17,13707.9268,16703.9307,1759.9351000000006,-25477.2009,-4280.7698,5823.0223,31970.1183,-26974.3984,-13038.9438,-12326.8839
14,20,34,-11829.44412,0.1821056317329294,3327.14,7548.674,9940.0054,-16994.0653,2.77,12056.631,18783.273,2120.38985,-28315.0081,-1725.6517,4557.0175,33740.7254,-32243.528,-18016.0631,-13535.2274
14,21,35,-4196.76612,,,2471.1141,14454.7297,-14167.7504,0.78,10019.7882,18682.8324,1249.0683499999996,-30031.2661,2085.9034,10466.3291,33932.2951,-30003.7753,-15189.7482,-13694.2441
14,22,36,-4030.059119999998,0.2530190962646708,1408.0,6115.9633,18228.0156,-18386.5096,0.503,8587.0774,19501.3667,602.7501000000002,-32816.2848,4350.3658,7814.9194,35337.3915,-35364.8823,-19408.5074,-14032.1404
14,23,37,2143.660880000003,,,2206.7049,20324.9138,-16381.0765,0.14100000000000001,8322.6681,19810.8675,-451.34140000000025,-34782.9897,5608.2145,12424.5003,36789.2402,-34240.6426,-17403.0743,-13959.3009
14,24,38,-61.89012000000002,0.2411821979472741,1074.0,5670.1051,22690.9168,-20640.0,0.063,7876.8099,21268.8346,-486.9126999999999,-38244.0,6754.3952,10451.2656,39128.4007,-39670.7477,-21661.9978,-14918.5391
14,25,39,5173.727879999999,,,1580.6672,25483.0235,-19169.0,0.038700000000000005,7250.7722,21438.0,-598.1891000000005,-40455.0,8870.5985,15094.9874,40469.0679,-39043.0,-20190.9978,-15744.35
14,26,40,4145.80488,,986.0,4724.7939,28504.7256,-23154.0,0.0303,6305.461,23112.0,-78.91429999999855,-43883.0,10370.1935,13806.0653,42985.0,-44397.0,-24175.9978,-17138.1994
14,27,41,9831.99988,,,538.0,32209.0,-21390.0,0.02,5263.0,22909.0,-764.5,-44900.0,13268.0,18180.0,44153.0,-43639.0,-22411.9978,-17436.0
14,28,42,8836.55288,,742.0,4432.0,34477.0,-25150.0,0.015,4970.0,25040.0,517.0,,13748.0,15748.0,47288.0,-48550.0,-26171.9978,-19659.0
14,29,43,13167.13088,,,581.0,36525.0,-23940.0,0.013000000000000001,5013.0,24949.0,658.5,,15167.0,19289.0,48348.0,,-24961.9978,-20871.0
14,30,44,12075.52188,,,3091.0,38515.0,,,3672.0,26249.0,1659.0,,16199.0,18200.0,,,,-22664.0
14,31,45,15907.36388,,,291.0,40431.0,,,3382.0,,2155.5,,17909.0,21130.0,,,,-23435.0
15,9,24,,,,,,23275.0,,,-2781.0,,34069.0,,,-1241.0,19983.0,22253.0022,
15,10,25,,,,21901.0,,16363.0,3.0000000000000004e-8,,-2156.0,365.5,29106.0,,,1136.0,12950.0,15341.0022,-9324.0
15,11,26,,,,17288.0,,18114.0,0.0436,39190.0,143.0,465.0,23183.0,,-16707.0,3556.0,12600.0,17092.0022,-9653.0
15,12,27,,,,19703.0,,11725.473,0.26,36992.0,807.0001,515.7916500000001,16537.8313,-36411.0,-18150.0,6321.0005,4262.136,10703.4752,-9832.0193
15,13,28,-50970.49212,,,14560.1422,-35418.0,14344.9407,0.27030000000000004,34263.0,2052.3222,456.0974500000002,9702.8631,-32710.0,-11221.0593,9515.6592,2760.0361,13322.9429,-9523.9602
15,14,29,-50586.48512,,,17876.3107,-30975.0,4942.2325,4.1022,32436.4529,2749.023,1993.19205,1254.9132,-29097.37,-13858.4257,14333.9276,-7391.1007,3920.2347,-10461.791
15,15,30,-40416.69512,,,11319.3249,-24875.4035,4232.1065,150,29195.6356,5594.7454,1875.74335,-4336.7394,-25177.7505,-6141.6014,17928.0785,-9282.0647,3210.1087,-10415.6324
15,16,31,-37488.75754,,,12311.0066,-17405.9919,-1491.5071,STABLE,23630.3315,7296.5531,1335.34685,-9489.8357,-18452.608,-5398.013,20810.7242,-15865.399,-2513.5049,-9668.5967
15,17,32,-26388.25812,,,7935.65,-10970.1705,-227.1872,1232668.8,20246.6566,8644.81,1118.5126000000005,-13205.5079,-13333.6629,1710.6608,23018.702,-16643.1387,-1249.185,-9879.0727
15,18,33,-23437.45512,,,10103.7921,-5334.0103,-5823.0223,2190240,18039.4421,9548.6323,1352.6934000000006,-17839.9683,-8393.1313,248.5079,25964.5838,-22526.9531,-6845.0201,-10554.504
15,19,34,-14675.80098,,,6282.6692,-108.6158,-4557.0175,12.43,16386.4614,11323.3446,1717.5853499999994,-21551.0828,-6034.1613,5382.9879,28027.2753,-23340.2905,-5579.0153,-11109.5009
15,20,35,-14414.58682,,,8380.4257,4155.7224,-10466.3291,47.3,14663.0949,12155.0962,2482.34585,-24634.0795,-2997.4378,3988.4006,30938.3692,-29149.1615,-11488.3269,-12332.0163
15,21,36,-6461.992119999999,,,3464.5535,9270.9633,-7814.9194,5.6,11844.9793,13148.5357,922.4512999999996,-26201.429,523.8471,10413.0962,31831.3681,-27316.2861,-8836.9172,-11576.5922
15,22,37,-6292.438119999999,,,6816.2857,12765.5393,-12424.5003,2.31,10280.8393,13848.8581,1093.7254999999996,-28805.5767,3596.8105,7900.4135,33350.2248,-32235.3677,-13446.4981,-12923.5461
15,23,38,-100.0601200000001,,,3696.8704,15176.5512,-10451.2656,0.64,10513.1562,15339.0237,706.8705,-31091.0,4203.5431,12239.6512,35149.8912,-31720.1002,-11473.2634,-14048.8619
15,24,39,-2020.84612,,,6224.3889,17025.5823,-15094.9874,0.20400000000000001,9921.2594,15893.3076,583.0154999999995,-34264.0,6015.2622,10388.0361,37162.1421,-36533.0,-16116.9852,-14975.8218
15,25,40,2579.3908800000027,,,3435.8718,19418.6291,-13806.0653,0.15,9660.2607,17748.5122,874.8947499999995,-36960.0,6952.1643,14698.6603,39187.0,-36918.0,-14828.0631,-16514.4895
15,26,41,2040.26888,,,4911.8962,22327.4241,-18180.0,0.101,8347.768,17935.6145,753.2774,-39570.0,9786.7641,14028.8125,41047.0,-41089.0,-19201.9978,-17214.2477
15,27,42,7787.05588,,,1999.7084,25923.612,-15748.0,0.0485,6911.6046,19397.0,275.64660000000003,-40898.0,12029.1041,18729.5899,42307.0,-40787.0,-16769.9978,-17803.0
15,28,43,7905.943880000002,,,4123.0,29200.0,-19289.0,0.0365,6123.0,19088.0,914.0,-43230.0,14607.0,17236.0,44128.0,-44239.0,-20310.9978,-18874.0
15,29,44,12605.11188,,,2002.0,31589.0,-18200.0,0.0182,6125.0,20509.0,1160.0,,15234.0,20314.0,45458.0,-44449.0,-19221.9978,-20135.0
15,30,45,12012.82488,,,3221.0,34223.0,-21130.0,0.024,5223.0,20639.0,1704.5,,17093.0,19301.0,46888.0,,-22151.9978,-21055.0
15,31,46,15901.599880000002,,,1191.0,36575.0,,,4412.0,21539.0,2005.0,,18109.0,22200.0,,,,-21575.0
15,32,47,16007.36388,,,2101.0,38391.0,,,3293.0,,2470.0,,20099.0,21610.0,,,,-21885.0
16,10,26,,,,,,16707.0,7.9e-8,,-201.0,175.5,34821.0,,,-2357.0,16564.0,15685.0022,-8385.0
16,11,27,,,,18261.0,,18150.0,0.016300000000000002,,771.0,147.0,29875.0,,,914.0,17343.0,17128.0022,-8884.0
16,12,28,,0.265969502032115,1507.0,21489.0,,11221.0593,0.125,39750.0,2556.7359,199.2137499999999,25566.0,,-24197.0,3363.7359,9168.7371,10199.061500000002,-9096.8986
16,13,29,,,,15238.9444,-41063.0,13858.4257,0.188,36728.0,3235.538,315.93685000000005,18800.6581,-39436.0,-17117.0,5287.8603,11109.4026,12836.4279,-9346.661
16,14,30,-58471.89012,0.3489930458442608,2210.6,19036.1491,-36130.0,6141.6014,1.17976,34275.0935,4395.3764,1299.6063999999997,10373.708,-36153.0,-18733.802,7144.3995,546.856,5119.6036,-9343.167
16,15,31,-49207.16712,,,13054.5951,-30368.0,5398.013,2.5534,32090.7442,6130.6466,1326.6345,3906.5059,-31788.3971,-12007.979,11725.392,-1898.5401,4376.0152,-9082.9421
16,16,32,-46832.72126,0.3140405116935997,2230.57,15044.3237,-23815.1848,-1710.6608,STABLE,28098.9188,8863.9638,153.36744999999974,-1937.848,-27052.3027,-12680.8313,16160.5168,-10355.4708,-2732.6586,-6947.6559
16,17,33,-35693.94242,,,8641.6392,-17201.5634,-248.5079,STABLE,23685.963,9569.953,164.47810000000027,-6071.5302,-21322.4705,-5582.5182,18214.7631,-9797.1402,-1270.5057,-7115.6926
16,18,34,-32739.61912,0.2474559743490114,2127.564,11417.1492,-11553.3967,-5382.9879,STABLE,20058.7884,10883.3101,357.79484999999977,-9940.0054,-16999.6674,-5491.6037,20431.9424,-16706.3325,-6404.9857,-7923.6429
16,19,35,-23985.50612,,,6985.8384,-5798.9211,-3988.4006,7547039.999999999,18402.9877,11586.4793,750.5934499999998,-14454.7297,-12477.4421,167.3218,22909.8239,-16143.4969,-5010.3984,-8322.0883
16,20,36,-22366.69112,0.1566899813346762,3290.9,9889.2491,-432.5986,-10413.0962,STABLE,16875.0876,13095.3028,1105.3462999999997,-18228.0156,-9721.9273,-1142.1329,25250.399,-23561.6319,-11435.094,-9011.3676
16,21,37,-14025.53012,,,4303.6031,4051.2529,-7900.4135,303,14192.8522,13934.3523,105.50705000000016,-20324.9138,-5445.7359,4865.1258,27082.8879,-21749.2717,-8922.4113,-8807.0137
16,22,38,-13481.844119999998,0.2463300702331373,1292.02,8036.1081,7853.6109,-12239.6512,10218,12339.7111,15154.1746,-345.96515,-22690.9168,-3170.9823,2936.9,29003.0327,-27578.6749,-13261.649,-9294.4477
16,23,39,-7543.756119999998,,,4372.7738,10079.5237,-10388.0361,11.5,12408.8819,15830.078,-37.9737499999992,-25483.0235,-1435.8738,6637.5463,31169.1017,-26281.3436,-11410.0339,-11196.1074
16,24,40,-9182.370119999996,0.2821018095776337,903.69,7746.496,12202.0503,-14698.6603,8.8,12119.2699,17352.1851,283.1568500000003,-28504.7256,-1108.9498,4719.9687,33245.4927,-32447.1725,-15720.6581,-12826.6402
16,25,41,-5350.99812,,,4242.0484,14058.9296,-14028.8125,2.6,11988.5444,18158.3617,837.4232500000007,-32209.0,477.9204,8298.6116,35906.8739,-31964.427,-15050.8103,-14861.9837
16,26,42,-6222.56612,0.2993938945121814,903.0,6700.4858,16784.9303,-18729.5899,1.016,10942.5341,19946.9513,666.9706999999999,-34477.0,1598.1258,7194.0221,37882.5658,-38127.0,-19751.5877,-15892.3645
16,27,43,-1030.9051199999994,,,2629.0309,19814.3502,-17236.0,0.265,9329.5167,20576.2738,671.9994500000003,-36525.0,4564.9912,11964.05,39974.0,-36324.0,-18257.9978,-16940.7282
16,28,44,-515.1021199999996,0.2199853664698991,1329.0,5080.0937,23469.0241,-20314.0,0.1245,7709.1246,21534.0,860.2106499999991,-38515.0,6883.9563,11274.7373,40622.0,-40823.0,-21335.9978,-17296.028
16,29,45,4676.873879999999,,,2207.0,26430.0,-19301.0,0.068,7288.0,21739.0,1410.0,-40431.0,9067.0,14922.0,42248.0,-39940.0,-20322.9978,-18965.0
16,30,46,4976.336880000003,,952.0,4091.0,30411.0,-22200.0,0.05,6298.0,22609.0,1165.0,,10831.0,14375.0,43248.0,-43739.0,-23221.9978,-18625.0
16,31,47,9319.907880000002,,,1511.0,32568.0,-21610.0,,5602.0,22929.0,1719.5,,12864.0,16781.0,44468.0,,-22631.9978,-19554.0
16,32,48,9982.31288,,,2882.0,34745.0,,,4393.0,23709.0,1576.0,,13899.0,16670.0,,,,-19346.0
16,33,49,13828.36388,,,70.0,37451.0,,,2952.0,,1549.5,,16600.0,19652.0,,,,-19124.0
17,11,28,,,,,,24197.0,,,-3490.0,-265.0,35418.0,,,-2719.0,21640.0,23175.0022,-8175.0
17,12,29,,,,22319.0,,17117.0,2e-8,,-2660.0,-157.0,30975.0,,-23947.0,-103.0,13881.0,16095.0022,-8593.0
17,13,30,,,,17419.0,,18733.802,3.0000000000000004e-8,39738.0,-479.9999,201.5,24875.4035,-41366.0,-17397.0,2755.5381,14338.4256,17711.8042,-8723.0
17,14,31,-61146.18811999999,,,19780.4181,-41295.0,12007.979,0.19,37199.0,264.2691,1118.5897,17405.9919,-37177.0,-18360.0,4659.6455,5877.3324,10985.9812,-8800.436
17,15,32,-51548.34212,,,14371.4714,-35324.0,12680.8313,0.29910000000000003,34151.8896,1581.1455,1052.1868499999996,10970.1705,-32731.0,-11134.3536,7711.7921,3816.8675,11658.8335,-8611.7653
17,16,33,-48470.97612,,,15739.9523,-28544.0,5582.5182,2.506,30111.4237,2276.774,126.81494999999995,5334.0103,-26874.3058,-11619.0452,11140.7378,-3987.4348,4560.5204,-6475.4069
17,17,34,-38382.37012,,,11508.0637,-23220.0,5491.6037,1.5265,27248.016,5143.1985,-60.722049999999854,108.6158,-23127.109,-6061.793,14713.1516,-5391.7064,4469.6059,-6664.1457
17,18,35,-35771.873120000004,,,12644.7639,-17840.6383,-167.3218,STABLE,24152.8276,6370.8132,-110.33829999999988,-4155.7224,-18706.5569,-5966.2429,17254.1233,-11753.8011,-1189.3196,-6997.903
17,19,36,-27286.35112,,,8579.7945,-12104.8264,1142.1329,9508304880000,21224.5584,7964.7692,601.8213999999998,-9270.9633,-14546.0374,709.5343,19551.2486,-11953.1699,120.13510000000008,-7642.0475
17,20,37,-24856.89912,,,10310.8617,-6961.3504,-4865.1258,STABLE,18890.6562,8386.3819,813.1021000000001,-12765.5393,-9601.3275,-813.8729,21481.6846,-18799.4781,-5887.1236,-7849.1172
